Business Name,Address,Phone Number,Facility Type,Referral Priority
MCGADY & ASSOCIATES PSYCHOLOGICAL SERVICES PLC,"4323 W OLIVE AVE STE 1, GLENDALE, AZ 85302-3825",602-456-4817,Exclude / Not Useful,X
"MCLENDON MANOR & ADVOCACY, LLC","920 E MAIN ST, MESA, AZ 85203-8820",602-299-1733,Exclude / Not Useful,X
MD MEDICAL GROUP,"7500 N DREAMY DRAW DR, PHOENIX, AZ 85020-4660",480-430-9737,Exclude / Not Useful,X
"MEADOWS OUTPATIENT CENTERS, LLC","19120 N PIMA RD STE 1, SCOTTSDALE, AZ 85255-5390",800-244-4949,Exclude / Not Useful,X
"MEADOWS, THE","1655 N TEGNER ST, WICKENBURG, AZ 85390-1461",800-632-3697,Exclude / Not Useful,X
MEDICINE FOR BUSINESS AND INDUSTRY (MBI) - MESA,"1440 S COUNTRY CLUB DR, MESA, AZ 85210-9701",602-374-6814,Exclude / Not Useful,X
"MENDING HEARTS FAMILY SERVICES, INC","17431 N 71ST DR, GLENDALE, AZ 85308-8598",602-633-2246,Exclude / Not Useful,X
MENTAL HEALTH CENTER OF AMERICA,"1745 S ALMA SCHOOL RD STE 145, MESA, AZ 85210-3049",602-820-2240,Exclude / Not Useful,X
"MENTAL HEALTH CENTER OF AMERICA, LLC","7600 N 15TH ST, PHOENIX, AZ 85020-4327",602-704-2345,Exclude / Not Useful,X
MENTALLY ILL KIDS IN DISTRESS,"7816 N 19TH AVE, PHOENIX, AZ 85021-7036",602-253-1240,Exclude / Not Useful,X
"MERCY CENTER OF ARIZONA, LLC","2432 W PEORIA AVE BLDG 5, PHOENIX, AZ 85029-4726",602-661-7488,Exclude / Not Useful,X
MESA DIALYSIS CENTER,"1525 N GILBERT RD, GILBERT, AZ 85234-2305",480-497-1127,Exclude / Not Useful,X
MESA HEALTH AND WELLNESS CENTER,"1121 S GILBERT RD, MESA, AZ 85204-5235",480-644-9355,Exclude / Not Useful,X
MESA HERITAGE CLINIC,"460 N MESA DR STE 20, MESA, AZ 85201-5973",480-838-5550,Exclude / Not Useful,X
MI DOCTORA BY MOMDOC,"1142 E SOUTHERN AVE STE 101, MESA, AZ 85204-5056",480-821-3600,Exclude / Not Useful,X
MIDWESTERN UNIVERSITY COMPREHENSIVE CARE CLINIC -,"2000 W BETHANY HOME RD, PHOENIX, AZ 85015-2443",602-246-5525,Exclude / Not Useful,X
MIDWESTERN UNIVERSITY MULTISPECIALTY CLINIC,"19389 N 59TH AVE, GLENDALE, AZ 85308-6500",623-537-6000,Exclude / Not Useful,X
MIDWESTERN UNIVERSITY THERAPY INSTITUTE,"5815 W UTOPIA RD, GLENDALE, AZ 85308-5251",623-537-6000,Exclude / Not Useful,X
MILESTONE BEHAVIORAL HEALTH,"3921 E BASELINE RD STE 112, GILBERT, AZ 85234-2731",480-486-3953,Exclude / Not Useful,X
"MILESTONE RECOVERY, LLC","14001 N 7TH ST STE C106, PHOENIX, AZ 85022-4344",602-612-3899,Exclude / Not Useful,X
MIND 24-7 PRACTICE LLC - HIGLEY,"1138 S HIGLEY RD, MESA, AZ 85206-3000",602-646-2896,Exclude / Not Useful,X
MIND 24-7 PRACTICE LLC- METROCENTER,"10046 N METRO PKWY W, PHOENIX, AZ 85051-1437",844-646-3247,Exclude / Not Useful,X
"MIND 24-7 PRACTICE, LLC - HIGLEY PROGRESSIONS","1220 S HIGLEY RD, MESA, AZ 85206-4000",844-646-3247,Exclude / Not Useful,X
MINDPATH HEALTH,"70 N MCCLINTOCK DR, CHANDLER, AZ 85226-3711",978-209-0056,Exclude / Not Useful,X
MINDVALLEY BEHAVIORAL,"2737 E GREENWAY RD, PHOENIX, AZ 85032-4391",623-404-4797,Exclude / Not Useful,X
MINUTECLINIC - #3264,"3210 E UNION HILLS DR, PHOENIX, AZ 85050-3223",401-765-1500,Exclude / Not Useful,X
MINUTECLINIC - #3268 (STORE CLINIC),"765 S LINDSAY RD, GILBERT, AZ 85296-3063",401-770-6453,Exclude / Not Useful,X
"MINUTECLINIC, L.L.C.","2840 N DYSART RD, GOODYEAR, AZ 85395-2338",401-770-4506,Exclude / Not Useful,X
"MINUTECLINIC, L.L.C.","4742 E INDIAN SCHOOL RD, PHOENIX, AZ 85018-5440",401-770-4506,Exclude / Not Useful,X
"MINUTECLINIC, LLC","28138 N TATUM BLVD, CAVE CREEK, AZ 85331-6303",401-770-4506,Exclude / Not Useful,X
"MINUTECLINIC, LLC","6015 E BROWN RD, MESA, AZ 85205-4452",866-389-2727,Exclude / Not Useful,X
"MINUTECLINIC, LLC","4430 E RAY RD, PHOENIX, AZ 85044-6092",401-765-1500,Exclude / Not Useful,X
"MINUTECLINIC, LLC","14672 N FRANK LLOYD WRIGHT BLVD, SCOTTSDALE, AZ 85260-2043",401-765-1500,Exclude / Not Useful,X
"MINUTECLINIC, LLC","3170 S HIGLEY RD, GILBERT, AZ 85295-2051",401-765-1500,Exclude / Not Useful,X
"MINUTECLINIC, LLC","10653 N SCOTTSDALE RD, SCOTTSDALE, AZ 85254-5263",866-389-2727,Exclude / Not Useful,X
"MINUTECLINIC, LLC","2010 S DOBSON RD, CHANDLER, AZ 85286-7374",401-765-1500,Exclude / Not Useful,X
"MINUTECLINIC, LLC","1212 S GREENFIELD RD, MESA, AZ 85206-2792",401-765-1500,Exclude / Not Useful,X
"MINUTECLINIC, LLC","5050 W BASELINE RD, LAVEEN, AZ 85339-7324",401-770-4506,Exclude / Not Useful,X
"MINUTECLINIC, LLC #3965","5975 W CHANDLER BLVD, CHANDLER, AZ 85226-3422",401-765-1500,Exclude / Not Useful,X
"MINUTECLINIC, LLC (CLINIC #17)","18591 N 59TH AVE, GLENDALE, AZ 85308-1251",401-770-1610,Exclude / Not Useful,X
"MINUTECLINIC, LLC (CLINIC #69)","8332 W THUNDERBIRD RD, PEORIA, AZ 85381-4822",401-765-1500,Exclude / Not Useful,X
"MINUTECLINIC, LLC (CLINIC 10150)","28635 N NORTH VALLEY PKWY, PHOENIX, AZ 85085-5434",401-770-1610,Exclude / Not Useful,X
"MINUTECLINIC, LLC (CLINIC 10928)","909 E APACHE BLVD, TEMPE, AZ 85281-5817",401-770-3480,Exclude / Not Useful,X
"MINUTECLINIC, LLC (CLINIC 1720)","21201 E OCOTILLO RD, QUEEN CREEK, AZ 85142-9339",401-765-1500,Exclude / Not Useful,X
"MINUTECLINIC, LLC (CLINIC 5477)","15474 W GREENWAY RD, SURPRISE, AZ 85374-4348",401-765-1500,Exclude / Not Useful,X
"MINUTECLINIC, LLC (CLINIC 5814)","9950 E GUADALUPE RD, MESA, AZ 85212-2135",401-770-1610,Exclude / Not Useful,X
"MINUTECLINIC, LLC (CLINIC 7075)","2995 E CHANDLER HEIGHTS RD, CHANDLER, AZ 85249-3302",401-765-1500,Exclude / Not Useful,X
"MINUTECLINIC, LLC (CLINIC 8366)","1610 E CAMELBACK RD, PHOENIX, AZ 85016-3902",888-389-2727,Exclude / Not Useful,X
"MINUTECLINIC, LLC - CLINIC #33","1750 E BROADWAY RD, TEMPE, AZ 85282-1612",401-770-4506,Exclude / Not Useful,X
MIRACLE VITALITY,"11215 W NEVADA AVE, YOUNGTOWN, AZ 85363-1244",602-663-2268,Exclude / Not Useful,X
"MIRAMINDS HOLISTIC CARE, INC PC","18434 N 99TH AVE, SUN CITY, AZ 85373-1672",480-604-1042,Exclude / Not Useful,X
"MISSION TREATMENT CENTERS, INC.","617 N SCOTTSDALE RD # SUI, SCOTTSDALE, AZ 85257-4234",760-710-0968,Exclude / Not Useful,X
MOBILE HEALTH MONITORING LLC,"2999 N 44TH ST STE 145, PHOENIX, AZ 85018-7281",480-604-2224,Exclude / Not Useful,X
MOBILEXUSA,"2502 E UNIVERSITY DR # SU, PHOENIX, AZ 85034-6930",818-262-6957,Exclude / Not Useful,X
MODERN RECOVERY LLC,"4535 S LAKESHORE DR # SUI, TEMPE, AZ 85282-8340",480-251-1981,Exclude / Not Useful,X
MOJAVE COMPLETE RECOVERY PLLC,"1010 E MCDOWELL RD, PHOENIX, AZ 85006-2606",719-351-3586,Exclude / Not Useful,X
MOMDOC,"2055 W FRYE RD STE 9, CHANDLER, AZ 85224-6277",480-821-3600,Exclude / Not Useful,X
MOMDOC MIDWIVES,"1760 E PECOS RD STE 516B, GILBERT, AZ 85295-3205",480-821-3600,Exclude / Not Useful,X
MOMDOC MIDWIVES,"9897 W MCDOWELL RD, TOLLESON, AZ 85353-1621",480-821-3600,Exclude / Not Useful,X
MOMDOC WOMEN FOR WOMEN,"6320 A WEST UNION HILLS, SUITE, GLENDALE, AZ 85308",480-821-3600,Exclude / Not Useful,X
MOMDOC WOMEN FOR WOMEN,"1634 S PRIEST DR STE 101, TEMPE, AZ 85281-6499",480-821-3600,Exclude / Not Useful,X
MOMDOC WOMEN FOR WOMEN,"10240 W INDIAN SCHOOL RD, PHOENIX, AZ 85037-5904",480-821-3600,Exclude / Not Useful,X
MOMDOC WOMEN FOR WOMEN,"5656 S POWER RD STE 137, GILBERT, AZ 85295-8490",480-821-3600,Exclude / Not Useful,X
MOMDOC WOMEN FOR WOMEN/MOMDOC,"8410 W THOMAS RD STE 134, PHOENIX, AZ 85037-3374",480-821-3636,Exclude / Not Useful,X
MOMDOC WOMEN FOR WOMEN/WOMEN'S HEALTH,"7342 E THOMAS RD STE 105, SCOTTSDALE, AZ 85251-7243",480-821-3600,Exclude / Not Useful,X
"MOMM, LLC","2822 N 32ND ST STE 2, PHOENIX, AZ 85008-1261",602-803-2065,Exclude / Not Useful,X
MONROE RECOVERY CENTER,"8222 S 48TH ST STE 120, PHOENIX, AZ 85044-5368",480-757-7393,Exclude / Not Useful,X
MONTE NIDO ROSEWOOD RANCH,"36075 S RINCON RD, WICKENBURG, AZ 85390-2491",928-684-9594,Exclude / Not Useful,X
MONTE NIDO ROSEWOOD TEMPE,"950 W ELLIOT RD STE 20, TEMPE, AZ 85284-1144",480-303-0844,Exclude / Not Useful,X
MONUMENT RECOVERY SERVICES,"864 W SOUTHERN AVE, MESA, AZ 85210-4900",480-299-5780,Exclude / Not Useful,X
MOUNTAIN PARK HEALTH CENTER,"140 N LITCHFIELD RD # SUI, GOODYEAR, AZ 85338-1277",602-323-3435,Exclude / Not Useful,X
MOUNTAIN PARK HEALTH CENTER,"1300 N 48TH ST, PHOENIX, AZ 85008-5803",602-323-3345,Exclude / Not Useful,X
MOUNTAIN PARK HEALTH CENTER - BASELINE,"635 E BASELINE RD, PHOENIX, AZ 85042-6551",602-323-3345,Exclude / Not Useful,X
MOUNTAIN PARK HEALTH CENTER - GATEWAY,"3830 E VAN BUREN ST, PHOENIX, AZ 85008-6920",602-323-3345,Exclude / Not Useful,X
MOUNTAIN PARK HEALTH CENTER - GLENDALE,"6975 W GLENDALE AVE, GLENDALE, AZ 85303-2611",602-323-3345,Exclude / Not Useful,X
MOUNTAIN PARK HEALTH CENTER - MARYVALE MODULAR,"6601 W THOMAS RD, PHOENIX, AZ 85033-5700",602-323-3345,Exclude / Not Useful,X
"MOUNTAIN VALLEY COUNSELING ASSOCIATES, INC.","145 E UNIVERSITY DR # SUI, MESA, AZ 85201-5945",602-870-0972,Exclude / Not Useful,X
"MOUNTAIN VALLEY COUNSELING ASSOCIATES, INC.","2400 W DUNLAP AVE, PHOENIX, AZ 85021-2817",602-870-0972,Exclude / Not Useful,X
"MOUNTAIN VALLEY COUNSELING ASSOCIATES, INC.","1457 NORTH ELISEO C. FELIX JR., AVONDALE, AZ 85323",602-870-0972,Exclude / Not Useful,X
MOUNTAIN VISTA DIALYSIS CENTER OF ARIZONA,"10238 E HAMPTON AVE # SUI, MESA, AZ 85209-3316",480-357-8009,Exclude / Not Useful,X
"MRI OF ARIZONA, INC.","701 W GLENDALE AVE, PHOENIX, AZ 85021-8629",602-294-9009,Exclude / Not Useful,X
MULLIGAN'S MANOR BEHAVIORAL HEALTH SERVICES,"4701 S LAKESHORE DR STE 1, TEMPE, AZ 85282-7169",480-831-8727,Exclude / Not Useful,X
MY CITY RADIUS COMMUNITY HEALTH SERVICES,"6125 S ASH AVE STE B, TEMPE, AZ 85283-5624",480-651-6458,Exclude / Not Useful,X
NAFFA WELLNESS LLC,"525 W SOUTHERN AVE, MESA, AZ 85210-5031",480-833-5007,Exclude / Not Useful,X
NAMASTASOBER,"1626 N 7TH ST, PHOENIX, AZ 85006-2203",803-200-1420,Exclude / Not Useful,X
"NATIVE AMERICAN CONNECTIONS, INC","337 E VIRGINIA AVE, PHOENIX, AZ 85004-1220",602-424-2060,Exclude / Not Useful,X
NATIVE COUNTRY HEALTHCARE SYSTEMS LLC,"1241 E BROADWAY RD, MESA, AZ 85204-2228",602-706-8741,Exclude / Not Useful,X
NATIVE HEALTH,"777 W SOUTHERN AVE, MESA, AZ 85210-5008",480-550-4048,Exclude / Not Useful,X
NDR COUNSELING CENTER LLC,"6811 E THOMAS RD, SCOTTSDALE, AZ 85251-6826",602-314-4745,Exclude / Not Useful,X
"NEIGHBORHOOD CHRISTIAN CLINIC, THE","1929 W FILLMORE ST BLDG C, PHOENIX, AZ 85009-3812",602-258-6008,Exclude / Not Useful,X
NEIL RIORDAN CENTER FOR REGENERATIVE MEDICINE,"2152 E BROADWAY RD, TEMPE, AZ 85282-1751",480-858-9100,Exclude / Not Useful,X
NEURODIAGNOSTIC LABORATORIES,"8687 E VIA DE VENTURA, SCOTTSDALE, AZ 85258-3347",602-424-4450,Exclude / Not Useful,X
NEURODIAGNOSTIC LABS - EAST MESA,"6136 E BROWN RD, MESA, AZ 85205-4961",602-424-4450,Exclude / Not Useful,X
NEURODIAGNOSTIC LABS - MESA,"2266 S DOBSON RD, MESA, AZ 85202-6488",602-424-4450,Exclude / Not Useful,X
NEURODIAGNOSTIC LABS - PHOENIX,"2423 W DUNLAP AVE, PHOENIX, AZ 85021-2830",602-424-4450,Exclude / Not Useful,X
NEURODIAGNOSTIC LABS- AVONDALE,"10320 W MCDOWELL RD, AVONDALE, AZ 85392-4863",602-424-4450,Exclude / Not Useful,X
NEW BEGINNINGS WITH PEACE,"5111 N SCOTTSDALE RD, SCOTTSDALE, AZ 85250-7075",602-330-1594,Exclude / Not Useful,X
NEW DAY HEALTH SERVICES,"3724 N 3RD ST STE 304, PHOENIX, AZ 85012-2035",602-888-3037,Exclude / Not Useful,X
"NEW DAY WELLNESS CENTER, LLC","7030 W OAKLAND ST STE 1, CHANDLER, AZ 85226-2401",480-248-9620,Exclude / Not Useful,X
NEW DESTINY CLINIC LLC,"5251 W CAMPBELL AVE STE 204, PHOENIX, AZ 85031-1719",480-258-8703,Exclude / Not Useful,X
NEW DESTINY HEALING ARTS CENTER,"5540 W GLENDALE AVE STE C102, GLENDALE, AZ 85301-2581",623-248-0283,Exclude / Not Useful,X
NEW DESTINY HEALING ARTS CENTER LLC,"5540 W GLENDALE AVE STE C10, GLENDALE, AZ 85301-2550",623-248-0283,Exclude / Not Useful,X
NEW FREEDOM AZ METRO 101,"2532 W PEORIA AVE, PHOENIX, AZ 85029-4709",602-740-7409,Exclude / Not Useful,X
"NEW FREEDOM OPS, LLC","2301 W DUNLAP AVE, PHOENIX, AZ 85021-2844",602-859-4020,Exclude / Not Useful,X
"NEW FREEDOM OPS, LLC","20221 N 29TH AVE, PHOENIX, AZ 85027-3133",602-410-5755,Exclude / Not Useful,X
"NEW FREEDOM OPS, LLC","2532 W PEORIA AVE STE 10, PHOENIX, AZ 85029-4709",602-622-1178,Exclude / Not Useful,X
NEW HOPE BEHAVIORAL HEALTH CENTER,"215 S POWER RD STE 21, MESA, AZ 85206-5235",480-981-1022,Exclude / Not Useful,X
"NEW HOPE BEHAVIORAL HEALTH CENTER, INC","215 S POWER RD STE 11, MESA, AZ 85206-5235",480-981-1022,Exclude / Not Useful,X
"NEW HOPE OF ARIZONA, INC.","2198 E CAMELBACK RD # 275, PHOENIX, AZ 85016-4742",602-535-5686,Exclude / Not Useful,X
NEW HORIZON COMMUNITY CARE,"2200 N ARIZONA AVE, CHANDLER, AZ 85225-3450",480-722-2730,Exclude / Not Useful,X
NEW HORIZON COMMUNITY CARE,"4625 S ASH AVE STE J, TEMPE, AZ 85282-6760",480-722-2730,Exclude / Not Useful,X
NEW LIFE WELLNESS ARIZONA,"8181 S 48TH ST, PHOENIX, AZ 85044-5309",602-690-2100,Exclude / Not Useful,X
NEW MERVEILLE LLC,"2375 E CAMELBACK RD STE 600, PHOENIX, AZ 85016-3493",817-707-2798,Exclude / Not Useful,X
NEW PATH NEW BEGININGS FAMILY SERVICES,"1232 E BROADWAY RD STE 120, TEMPE, AZ 85282-1510",480-758-5948,Exclude / Not Useful,X
NEWCULTURE,"3707 E SOUTHERN AVE # SUI, MESA, AZ 85206-2569",626-484-7866,Exclude / Not Useful,X
"NEWLIFE COUNSELING SERVICES, LLC","8466 W PEORIA AVE, PEORIA, AZ 85345-6548",602-507-7595,Exclude / Not Useful,X
"NEXT GENERATION YOUTH AND FAMILY SERVICES, INC","2737 E GREENWAY RD, PHOENIX, AZ 85032-4391",480-593-0476,Exclude / Not Useful,X
NEXT LEVEL FACILITY LLC,"7141 W THOMAS RD STE 1, PHOENIX, AZ 85033-5518",480-447-8773,Exclude / Not Useful,X
NEXTCARE URGENT CARE - 19TH,"8101 N 19TH AVE, PHOENIX, AZ 85021-5161",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - 39TH AVE,"3850 W GREENWAY RD STE 15, PHOENIX, AZ 85053-3731",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - 43RD,"10240 N 43RD AVE, GLENDALE, AZ 85302-2044",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - 59TH,"18589 N 59TH AVE, GLENDALE, AZ 85308-1258",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - 98TH,"9745 W BELL RD STE 105, SUN CITY, AZ 85351-1371",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - ARCADIA,"4730 E INDIAN SCHOOL RD, PHOENIX, AZ 85018-5441",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - CAMELBACK,"3931 E CAMELBACK RD, PHOENIX, AZ 85018-2609",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - CAREFREE,"4815 E CAREFREE HWY, CAVE CREEK, AZ 85331-4717",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - CURRY,"914 N SCOTTSDALE RD # SUI, TEMPE, AZ 85288-2116",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - DOBSON,"600 S DOBSON RD STE C, CHANDLER, AZ 85224-5678",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - EASTMARK,"9241 E CADENCE PKWY STE 101, MESA, AZ 85212-0021",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - ESTRELLA,"17688 W ELLIOT RD, GOODYEAR, AZ 85338-9009",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - GREENWAY,"3229 E GREENWAY RD, PHOENIX, AZ 85032-4508",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - HIGLEY,"6343 S HIGLEY RD, GILBERT, AZ 85298-4339",480-770-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - LAKE PLEASANT,"20470 N LAKE PLEASANT RD STE 1, PEORIA, AZ 85382-9708",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - LAVEEN,"7650 S 59TH AVE STE A105, LAVEEN, AZ 85339-3071",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - LITCHFIELD PARK,"13840 W CAMELBACK RD STE B10, LITCHFIELD PARK, AZ 85340-3084",480-770-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - MC59TH,"5920 W MCDOWELL RD STE D106, PHOENIX, AZ 85035-4853",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - NORTH MESA,"535 E MCKELLIPS RD, MESA, AZ 85203-2522",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - NORTHERN,"9494 W NORTHERN AVE # SUI, GLENDALE, AZ 85305-1118",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - OAK,"2122 N SCOTTSDALE RD, SCOTTSDALE, AZ 85257-2123",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - OCOTILLO,"1155 W OCOTILLO RD STE 4, CHANDLER, AZ 85248-3201",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - POWER,"1066 N POWER RD STE 1, MESA, AZ 85205-5709",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - PRICE,"2145 E BASELINE RD STE 104, TEMPE, AZ 85283-1546",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - RAY,"7230 W RAY RD STE 10, CHANDLER, AZ 85226-1531",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - SHEA,"7425 E SHEA BLVD STE 108, SCOTTSDALE, AZ 85260-6411",480-776-1660,Exclude / Not Useful,X
NEXTCARE URGENT CARE - SURPRISE,"14800 W MOUNTAIN VIEW BLVD, SURPRISE, AZ 85374-4795",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - TATUM,"20950 N TATUM BLVD STE 190, PHOENIX, AZ 85050-4251",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - THOMAS,"1701 E THOMAS RD STE A, PHOENIX, AZ 85016-7646",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - THUNDERBIRD,"5410 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4711",480-776-1630,Exclude / Not Useful,X
NEXTCARE URGENT CARE - TRAMONTO,"34640 N NORTH VALLEY PKWY, PHOENIX, AZ 85086-3247",480-776-1630,Exclude / Not Useful,X
NGC INTEGRATED HEALTHCARE INC,"3440 W CACTUS RD STE B, PHOENIX, AZ 85029-2238",602-367-0305,Exclude / Not Useful,X
NIDAA LLC,"15850 N 35TH AVE STE 1, PHOENIX, AZ 85053-3885",702-762-2858,Exclude / Not Useful,X
NIRVANA RECOVERY LLC,"21725 N 20TH AVE STE 103, PHOENIX, AZ 85027-2667",480-599-6477,Exclude / Not Useful,X
NO MORE ANCHORS HEALTH SERVICES INC,"7550 N 19TH AVE STE 101, PHOENIX, AZ 85021-7966",602-946-4122,Exclude / Not Useful,X
NOAH COPPERWOOD II HEALTH CENTER,"11851 N 51ST AVE, GLENDALE, AZ 85304-2809",623-633-4156,Exclude / Not Useful,X
NOAH'S HOPE WELLNESS CENTER,"2920 N 24TH AVE, PHOENIX, AZ 85015-5947",602-612-3222,Exclude / Not Useful,X
NOBLE HEALTH LLC,"4667 S LAKESHORE DR, TEMPE, AZ 85282-7293",480-651-5315,Exclude / Not Useful,X
NORTH MOUNTAIN DERMATOLOGY,"9250 N 3RD ST STE 3, PHOENIX, AZ 85020-2437",602-230-6744,Exclude / Not Useful,X
NORTH PHOENIX DIALYSIS CENTER,"1957 W DUNLAP AVE, PHOENIX, AZ 85021-2985",602-943-1763,Exclude / Not Useful,X
NORTH PHOENIX-WGA,"16601 N 40TH ST, PHOENIX, AZ 85032-3345",928-289-2650,Exclude / Not Useful,X
NORTHSIGHT RECOVERY - MESA,"605 N GILBERT RD, MESA, AZ 85203-6629",815-826-0776,Exclude / Not Useful,X
NORTHSIGHT RECOVERY LLC,"1440 E SOUTHERN AVE, TEMPE, AZ 85282-5612",480-544-0283,Exclude / Not Useful,X
NORTHWEST UROLOGY,"14674 W MOUNTAIN VIEW BLVD, SURPRISE, AZ 85374-2706",480-278-8862,Exclude / Not Useful,X
NORTHWEST UROLOGY ASSOCIATES,"10503 W THUNDERBIRD BLVD, SUN CITY, AZ 85351-3022",480-278-8862,Exclude / Not Useful,X
"NOTMYKID, INC","5310 E SHEA BLVD, SCOTTSDALE, AZ 85254-4700",602-652-0163,Exclude / Not Useful,X
O & T HEALTH AND WELLNESS CENTER LLC,"2516 E UNIVERSITY DR STE 200, PHOENIX, AZ 85034-6907",480-915-9395,Exclude / Not Useful,X
OAK ST HEALTH LLC,"3201 E OAK ST STE 1, PHOENIX, AZ 85008-2114",952-564-1263,Exclude / Not Useful,X
OAKWOOD CREATIVE CARE,"6915 E MAIN ST, MESA, AZ 85207-8229",480-588-5289,Exclude / Not Useful,X
OASIS BEHAVIORAL HEALTH,"2190 N GRACE BLVD, CHANDLER, AZ 85225-3416",480-917-9301,Exclude / Not Useful,X
OASIS BEHAVIORAL HEALTH,"1425 S HIGLEY RD, GILBERT, AZ 85296-4798",480-881-7714,Exclude / Not Useful,X
"OCCUPATIONAL AND URGENT CARE HEALTH CENTERS, LLC","15236 N 59TH AVE, GLENDALE, AZ 85306-3206",602-272-1162,Exclude / Not Useful,X
OCOTILLO DIALYSIS,"975 W CHANDLER HEIGHTS RD, CHANDLER, AZ 85248-5724",480-802-4405,Exclude / Not Useful,X
ONE CARE ARIZONA LLC,"4425 W OLIVE AVE STE 167, GLENDALE, AZ 85302-3845",240-506-9577,Exclude / Not Useful,X
ONE STOP LIFE CENTER,"2219 S 48TH ST STE I, TEMPE, AZ 85282-1010",602-348-8249,Exclude / Not Useful,X
OPEN ARMS INTEGRATED HEALTHCARE LLC,"1837 S MESA DR STE A2, MESA, AZ 85210-6246",313-844-7766,Exclude / Not Useful,X
OPEN GATE HEALTH LLC,"7550 N 19TH AVE, PHOENIX, AZ 85021-7980",602-675-2507,Exclude / Not Useful,X
OPEN HEARTS,"4414 N 19TH AVE, PHOENIX, AZ 85015-4114",602-285-5550,Exclude / Not Useful,X
OPEN HEARTS,"3280 S COUNTRY CLUB WAY, TEMPE, AZ 85282-4065",602-285-5550,Exclude / Not Useful,X
"OPEN MRI SOLUTIONS, LLC","4130 E VAN BUREN ST # SU, PHOENIX, AZ 85008-6929",602-244-2442,Exclude / Not Useful,X
OPTIMA MEDICAL,"3336 E CHANDLER HEIGHTS RD # 1, GILBERT, AZ 85298-4259",928-846-4705,Exclude / Not Useful,X
OPTIMA MEDICAL,"21321 E OCOTILLO RD, QUEEN CREEK, AZ 85142-5996",480-448-6339,Exclude / Not Useful,X
OPTIMA MEDICAL,"4365 E PECOS RD STE 134, GILBERT, AZ 85295-8053",480-448-6339,Exclude / Not Useful,X
OPTIMA MEDICAL,"9171 W THUNDERBIRD RD # SU, PEORIA, AZ 85381-4872",928-846-4705,Exclude / Not Useful,X
OPTIMA MEDICAL,"26224 N TATUM BLVD STE 15A, PHOENIX, AZ 85050-7500",480-448-6339,Exclude / Not Useful,X
OPTIMA MEDICAL,"4135 S POWER RD STE 129, MESA, AZ 85212-3627",480-751-3091,Exclude / Not Useful,X
OPTIMA MEDICAL,"725 W ELLIOT RD, GILBERT, AZ 85233-5301",480-963-6144,Exclude / Not Useful,X
OPTION CARE,"7850 S HARDY DR, TEMPE, AZ 85284-1120",312-940-2500,Exclude / Not Useful,X
OUR LOVING HANDS LLC,"15410 N 67TH AVE STE 8, GLENDALE, AZ 85306-2830",623-418-9747,Exclude / Not Useful,X
PACIFIC MOBILE DIAGNOSTICS,"1600 W BROADWAY RD STE 155, TEMPE, AZ 85282-1138",602-715-2647,Exclude / Not Useful,X
"PAIN AND SPINE TREATMENT CENTER, LLC","16620 N 40TH ST, PHOENIX, AZ 85032-3348",602-350-0491,Exclude / Not Useful,X
"PAIN EXPERTS OF ARIZONA, PC","3370 S MERCY RD STE 3, GILBERT, AZ 85297-0414",480-550-9393,Exclude / Not Useful,X
PALM BROOK DIALYSIS CENTER,"14664 N DEL WEBB BLVD, SUN CITY, AZ 85351-2137",623-583-6550,Exclude / Not Useful,X
