Business Name,Address,Phone Number,Facility Type,Priority
FRESENIUS KIDNEY CARE DESERT SAGE,"4901 W MCDOWELL RD, PHOENIX, AZ 85035-4160",602-272-3116,Nephrology Office,Low
FRESENIUS KIDNEY CARE GATEWAY,"450 S GILBERT RD, CHANDLER, AZ 85225-2479",480-926-9339,Nephrology Office,Low
FRESENIUS KIDNEY CARE PRESCOTT VALLEY EAST,"7862 E FLORENTINE RD # SUI, PRESCOTT VALLEY, AZ 86314-2690",928-772-2370,Nephrology Office,Low
FRESENIUS KIDNEY CARE TANGERINE CROSSING,"3600 W TANGERINE RD, MARANA, AZ 85658-5165",520-477-3041,Nephrology Office,Low
FRESENIUS KIDNEY CARE WESTERN SKIES,"1041 NORTH ARIZOLA ROAD, CASA GRANDE, 85222",520-836-5883,Nephrology Office,Low
FRESENIUS KIDNEY CARE WESTGATE,"6622 N 91ST AVE, GLENDALE, AZ 85305-2512",602-281-7671,Nephrology Office,Low
FRESENIUS KIDNEY CARE WESTGATE HOME,"6622 N 91ST AVE, GLENDALE, AZ 85305-2512",623-877-0920,Nephrology Office,Low
FRESENIUS MEDICAL CARE - GILBERT,"3511 S MERCY RD STE 1, GILBERT, AZ 85297-0443",480-857-8338,Other,Low
FRESENIUS MEDICAL CARE - GOODYEAR,"500 N BULLARD AVE STE C34, GOODYEAR, AZ 85338-2520",623-925-8955,Other,Low
FRESENIUS MEDICAL CARE - MIDVALE PARK,"1430 W VALENCIA RD, TUCSON, AZ 85746-6001",520-889-4555,Other,Low
FRESENIUS MEDICAL CARE - SAN TAN,"300 W HIGHWAY 287 STE 30, FLORENCE, AZ 85132-9376",520-868-1144,Other,Low
FRESENIUS MEDICAL CARE CASA GRANDE,"1875 E SABIN DR, CASA GRANDE, AZ 85122-5405",520-836-2566,Other,Low
FRESENIUS MEDICAL CARE ESTRELLA,"5546 W ROOSEVELT ST, PHOENIX, AZ 85043-2608",602-352-0724,Other,Low
FRESENIUS MEDICAL CARE GLENDALE TOWN CENTER,"4407 W PEORIA AVE, GLENDALE, AZ 85302-2036",623-934-9091,Other,Low
FRESENIUS MEDICAL CARE NORTH MOUNTAIN,"16605 N 28TH AVE, PHOENIX, AZ 85053-7551",602-863-7954,Other,Low
FRESENIUS MEDICAL CARE OF AVONDALE,"10750 W MCDOWELL RD, AVONDALE, AZ 85392-5960",623-643-9334,Other,Low
FRESENIUS MEDICAL CARE SALT RIVER,"10301 E OSBORN RD, SCOTTSDALE, AZ 85256-4008",480-362-1044,Other,Low
FRESENIUS MEDICAL CARE SOUTH TUCSON,"2802 S 6TH AVE, TUCSON, AZ 85713-4703",520-792-2999,Other,Low
FRESENIUS MEDICAL CARE SUN CITY WEST,"12213 W BELL RD STE 11, SURPRISE, AZ 85378-9520",623-583-8865,Other,Low
FRESENIUS MEDICAL CARE TUCSON WEST,"100 W GRANT RD, TUCSON, AZ 85705-5531",520-624-0266,Other,Low
FRESENIUS MEDICAL CARE-THUNDERBIRD,"5750 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4660",602-439-9502,Other,Low
FRESH START BEHAVIORAL HEALTH LLC,"5422 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4700",623-216-5759,Other,Low
"FRESH START CENTER, LLC","1550 S ALMA SCHOOL RD, MESA, AZ 85210-2074",480-656-5740,Other,Low
FRESH START FAMILY SERVICES,"2432 W PEORIA AVE BLDG 1, PHOENIX, AZ 85029-4726",480-431-5075,Other,Low
FSL PATHWAYS,"1201 E THOMAS RD STE 1, PHOENIX, AZ 85014-5734",602-285-1800,Other,Low
FULLER ARIZONA MENTAL HEALTH SERVICES,"1110 E MISSOURI AVE # SUI, PHOENIX, AZ 85014-2707",602-613-1725,Other,Low
FUSION MEDICAL CARE,"5900 N GRANITE REEF RD, SCOTTSDALE, AZ 85250-6279",602-703-7275,Other,Low
GALLUS DETOX SCOTTSDALE,"4326 N 75TH ST, SCOTTSDALE, AZ 85251-3505",480-425-5540,Other,Low
Gateway Surgery Center,"690 N COFCO CENTER CT, PHOENIX, AZ 85008-6462",602-288-4441,Primary Care Office,High
GATEWAY URGENT CARE - HIGLEY,"1355 S HIGLEY RD STE 104, GILBERT, AZ 85296-4799",480-650-8133,Other,Low
GATEWAY URGENT CARE - QUEEN CREEK,"25070 S ELLSWORTH RD # SUI, QUEEN CREEK, AZ 85142-0327",480-650-8133,Other,Low
GATEWAY URGENT CARE - VAL VISTA,"415 N VAL VISTA DR # SUI, MESA, AZ 85213-7058",480-650-8133,Other,Low
GATEWAY URGENT CARE- GILBERT,"920 E WILLIAMS FIELD RD STE 101, GILBERT, AZ 85295-4880",480-499-0201,Other,Low
"GATEWAY WELLNESS CENTER, LLC","3707 E SOUTHERN AVE, MESA, AZ 85206-2569",480-331-5187,Other,Low
GENESIS BEHAVIORAL CLINIC LLC,"2 N CENTRAL AVE FL 18, PHOENIX, AZ 85004-2322",717-644-6488,Other,Low
GENESIS OUTPATIENT LLC,"7303 E MAIN ST STE 1, MESA, AZ 85207-8325",954-865-9794,Other,Low
Gentiva I,"3107 CLEARWATER DR STE B, PRESCOTT, AZ 86305-7167",928-460-5965,Other,Low
Gentiva II,"275 W CONTINENTAL RD STE 195, GREEN VALLEY, AZ 85622-3626",520-499-3072,Other,Low
Gentiva II,"201 W GUADALUPE RD, GILBERT, AZ 85233-3332",480-461-3144,Other,Low
GENTIVA II,"13540 W CAMINO DEL SOL # SUI, SUN CITY WEST, AZ 85375-4434",704-662-0416,Other,Low
GENTIVA II,"1175 E COTTONWOOD LN # SUI, CASA GRANDE, AZ 85122-2967",520-233-6116,Other,Low
GENTLE PATH AT THE MEADOWS,"2075 N VULTURE MINE RD, WICKENBURG, AZ 85390-4368",800-708-1743,Other,Low
GILA COUNTY DIVISION OF HEALTH & EMERGENCY SERVICE,"5515 S APACHE AVE, GLOBE, AZ 85501-4428",928-402-8811,Hospital,High
GILA COUNTY DIVISION OF HEALTH & EMERGENCY SERVICE,"110 W MAIN ST STE A, PAYSON, AZ 85541-6510",928-474-7180,Hospital,High
"GILA HEALTH RESOURCES, LLC","401 BURRO ALY, MORENCI, AZ 85540-9647",928-865-7534,Other,Low
GILA RIVER DIALYSIS EAST,"565 WEST SEED FARM ROAD, SACATON, AZ 85147",602-271-7900,Other,Low
GILA RIVER DIALYSIS WEST,"9721 WEST PECOS ROAD, LAVEEN, AZ 85339",602-271-7950,Other,Low
GILA VALLEY CLINIC,"1680 S 20TH AVE, SAFFORD, AZ 85546-4011",231-250-7374,Other,Low
GILA VALLEY PROCEDURE CENTER,"2242 W 16TH ST, SAFFORD, AZ 85546-4081",520-490-4200,Other,Low
GILBERT DIALYSIS CENTER,"5222 E BASELINE RD, GILBERT, AZ 85234-2963",480-832-6996,Other,Low
GILBERT FAMILY BIRTH CENTER,"875 N GREENFIELD RD # SUI, GILBERT, AZ 85234-5044",480-664-7463,Other,Low
GILBERT POLICE DEPARTMENT - YOUTH AND ADULT RESOUR,"55 E CIVIC CENTER DR, GILBERT, AZ 85296-3468",480-635-7701,Other,Low
GILBERTS PREMIER SURGICAL AMBULATORY LLC,"6424 E BROADWAY RD STE 102, MESA, AZ 85206-1750",480-634-4606,Other,Low
"GLENDALE SURGICAL CENTERS OF ARIZONA, LLC","16390 N 59TH AVE, GLENDALE, AZ 85306-1711",623-298-1820,Primary Care Office,High
GLOBE WELLNESS CENTER LLC,"1020 E ASH ST, GLOBE, AZ 85501-1819",602-743-1193,Other,Low
GOING THE EXTRA MILE LLC,"1102 W MCDOWELL RD STE A, PHOENIX, AZ 85007-1700",480-738-2720,Other,Low
"GOLDEN PATH HEALTH SERVICES, INC","11022 N 28TH DR STE 125, PHOENIX, AZ 85029-5636",910-977-6894,Other,Low
GOOD SAMARITAN SOCIETY - PRESCOTT VALLEY,"3380 N WINDSONG DR, PRESCOTT VALLEY, AZ 86314-2262",928-759-6543,Other,Low
GOOD SAMARITAN SOCIETY - PRESCOTT VILLAGE,"1030 SCOTT DR STE B, PRESCOTT, AZ 86301-4737",928-778-5251,Other,Low
GOOD SAMARITAN SOCIETY - QUIBURI MISSION,"850 S HIGHWAY 80, BENSON, AZ 85602-7034",520-586-2372,Other,Low
GOODWORKS COUNSELING,"2950 S ALMA SCHOOL RD, MESA, AZ 85210-4035",480-821-1330,Other,Low
GOODYEAR ABA THERAPY LLC,"4616 N 51ST AVE STE 2, PHOENIX, AZ 85031-1716",602-612-8776,Other,Low
GOODYEAR PAIN MANAGEMENT,"13555 W MCDOWELL RD, GOODYEAR, AZ 85395-2624",602-589-0500,Pain Management,Medium
"GOSHEN METHADONE CLINIC, LLC","2727 W GLENDALE AVE STE 100, PHOENIX, AZ 85051-8417",602-930-8671,Other,Low
GRACE FAMILY CARE,"920 E MADISON ST STE 100, PHOENIX, AZ 85034-2225",480-255-7679,Other,Low
GRACE OUTREACH CENTER,"1530 W ELLIOT RD, GILBERT, AZ 85233-5161",480-252-6750,Other,Low
GRACEFUL HEART LLC,"2401 W GLENDALE AVE STE 102, PHOENIX, AZ 85021-7621",602-607-5495,Other,Low
GRAHAM COUNTY HEALTH DEPARTMENT,"826 W MAIN ST, SAFFORD, AZ 85546-2828",928-428-0110,Other,Low
GRAND CANYON MEDICAL CLINIC,"1841 W 25TH ST STE B, YUMA, AZ 85364-6931",928-350-8507,Other,Low
GRAND HOME DIALYSIS,"14671 W MOUNTAIN VIEW BLVD, SURPRISE, AZ 85374-4840",623-546-6120,Other,Low
GRAND SERVICES AND MORE LLC,"1717 W NORTHERN AVE, PHOENIX, AZ 85021-5469",602-684-0660,Other,Low
GRANDE INTEGRATED WELLNESS SOLUTIONS LLC,"201 E COTTONWOOD LN, CASA GRANDE, AZ 85122-2545",470-535-3121,Other,Low
"GRANDE INTEGRATED WELLNESS SOLUTIONS, LLC","5201 N 19TH AVE, PHOENIX, AZ 85015-2951",520-866-1501,Other,Low
GRANDVIEW CARE CENTER OUTPATIENT CLINIC,"14505 W GRANITE VALLEY DR, SUN CITY WEST, AZ 85375-5795",623-975-8030,Skilled Nursing Facility,High
GRANDVIEW CARE CENTER OUTPATIENT CLINIC,"14505 W GRANITE VALLEY DR, SUN CITY WEST, AZ 85375-5795",623-975-8100,Skilled Nursing Facility,High
GRANT HEALTH CENTER,"3655 E GRANT RD, TUCSON, AZ 85716-2933",520-309-6797,Hospital,High
GRAYHAWK FAMILY PRACTICE,"10051 E DYNAMITE BLVD, SCOTTSDALE, AZ 85262-5232",480-473-7003,Primary Care Office,Low
GREASEWOOD CLINIC,"PO BOX 457, HIGHWAY 264, GANADO, AZ 86505",928-654-3208,Other,Low
"GREAT TOWER RECOVERY, LLC","5501 N 19TH AVE STE 425, PHOENIX, AZ 85015-2481",602-492-9800,Other,Low
GREENLEE COUNTY HEALTH DEPARTMENT,"5TH & LEONARD STREET, CLIFTON, AZ 85533",928-865-2601,Other,Low
GREENLEE COUNTY HEALTH DEPARTMENT,"1684 FAIRGROUNDS RD, DUNCAN, AZ 85534-8001",928-359-2866,Other,Low
GREENLIFE BEHAVIORAL HEALTH LLC,"515 W BUCKEYE RD STE 4, PHOENIX, AZ 85003-2647",602-683-1109,Other,Low
GREENLIGHT THERAPY CENTER,"3707 E SOUTHERN AVE, MESA, AZ 85206-2569",480-202-1000,Other,Low
"GROSSMAN & GROSSMAN, LTD.","1300 N 12TH ST, PHOENIX, AZ 85006-2848",602-468-2077,Other,Low
"GROSSMAN & GROSSMAN, LTD.","125 N FLORENCE ST, CASA GRANDE, AZ 85122-4418",602-468-2077,Other,Low
"GROSSMAN & GROSSMAN, LTD.","1707 W SAINT MARYS RD, TUCSON, AZ 85745-2608",602-410-6635,Other,Low
"GROSSMAN & GROSSMAN, LTD.","3420 S MERCY RD, GILBERT, AZ 85297-0419",602-410-6635,Other,Low
GROUND WORK,"1600 W CHANDLER BLVD, CHANDLER, AZ 85224-6153",480-466-0351,Other,Low
GROUPS RECOVER TOGETHER,"1702 W ANKLAM RD STE 1, TUCSON, AZ 85745-2606",800-683-8313,Other,Low
"GUIDANCE CENTER, INC., THE","2695 E INDUSTRIAL DR, FLAGSTAFF, AZ 86004-6109",928-527-1899,Other,Low
"GUIDANCE CENTER, INC., THE","2187 N VICKEY ST, FLAGSTAFF, AZ 86004-6121",928-527-1899,Other,Low
GUIDING LIGHT PSYCHIATRY PLLC,"1788 HIGHWAY 95 STE 22, BULLHEAD CITY, AZ 86442-6074",928-404-1390,Other,Low
GUIDING LIGHT WELLNESS CENTER INC,"1315 S MARTIN LN, TEMPE, AZ 85281-0943",602-465-1277,Other,Low
GUIDING ROAD RECOVERY CENTER,"11402 N CAVE CREEK RD, PHOENIX, AZ 85020-1410",480-399-8683,Other,Low
"GWEE'S INTEGRATED HEALTH SERVICES, LLC","9005 N 29TH AVE, PHOENIX, AZ 85051-3465",602-908-7068,Other,Low
"GYNESURGICAL, LLC","1008 E MCDOWELL RD, PHOENIX, AZ 85006-2603",602-254-6369,Other,Low
HAMILTON ELEMENTARY SCHOOL CLINIC,"2020 W DURANGO ST, PHOENIX, AZ 85009-6557",602-353-5330,Other,Low
HAPPY HOME WELLNESS LLC,"2125 E WARNER RD STE 1, TEMPE, AZ 85284-3490",818-913-8409,Other,Low
HARMONY BAY WELLNESS LLC,"7373 N SCOTTSDALE RD, SCOTTSDALE, AZ 85253-3559",561-283-3646,Other,Low
HARMONY CLINIC OF ARIZONA,"1760 E FLORENCE BLVD, CASA GRANDE, AZ 85122-4764",805-636-0700,Other,Low
"HARMONY PALLIATIVE CARE, LLC","514 E WHITEHOUSE CANYON RD, GREEN VALLEY, AZ 85614-0538",520-284-9334,Other,Low
HAVASU PRIMARY CARE AND PEDIATRICS,"1799 KIOWA AVE # SU, LAKE HAVASU CITY, AZ 86403-2881",928-505-1030,Other,Low
HAVASU SURGERY CENTER,"1775 MCCULLOCH BLVD N, LAKE HAVASU CITY, AZ 86403-6549",928-453-4200,Primary Care Office,High
HAVEN ARIZONA LLC,"3161 S PROSPEROUS PL, GREEN VALLEY, AZ 85614-6403",561-307-1212,Other,Low
"HAVEN'S ASSESSMENT UNIT, THE","2601 N CAMPBELL AVE # SU, TUCSON, AZ 85719-3163",520-623-4590,Other,Low
"HAVEN'S OUTPATIENT CLINC, THE","2601 N CAMPBELL AVE # SU, TUCSON, AZ 85719-3163",520-623-4590,Other,Low
Hayden Surgical Center LLC,"10611 N HAYDEN RD, SCOTTSDALE, AZ 85260-8530",602-237-6340,Primary Care Office,High
HAYESHUA SERENITY CARE,"185 N APACHE TRL, APACHE JUNCTION, AZ 85120-3970",860-967-2388,Other,Low
HAZELS HOPE & INTEGRATED HEALTH LLC,"2330 N 75TH AVE STE 105, PHOENIX, AZ 85035-1200",623-289-7306,Other,Low
HEAL RECOVERY CENTER,"3111 N 31ST AVE STE A, PHOENIX, AZ 85017-5410",602-721-1108,Other,Low
HEALED PHOENIX WOMENS CENTER,"4225 W GLENDALE AVE # SUI, PHOENIX, AZ 85051-8194",513-252-6939,Other,Low
"HEALING & RECOVERY CENTER OF ARIZONA, LLC","210 S 24TH ST, PHOENIX, AZ 85034-2539",602-300-0619,Other,Low
HEALING AND STRENGTHENING FAMILY AND INDIVIDUALS P,"2320 W PEORIA AVE, PHOENIX, AZ 85029-4753",602-541-9660,Other,Low
HEALING ANGEL WELLNESS CENTER,"4040 E MCDOWELL RD, PHOENIX, AZ 85008-4414",480-434-1588,Other,Low
HEALING CONTINUALLY CENTER,"2538 E UNIVERSITY DR # SUI, PHOENIX, AZ 85034-6917",760-486-2935,Other,Low
HEALING EDGE RECOVERY & WELLNESS,"4220 N 20TH AVE, PHOENIX, AZ 85015-5124",602-753-5544,Other,Low
HEALING FOUNDATIONS COUNSELING CENTER LLC,"8603 E ROYAL PALM RD, SCOTTSDALE, AZ 85258-4350",928-420-0769,Other,Low
HEALING FOUNDATIONS COUNSELING CENTER LLC,"8603 E ROYAL PALM RD # SUI, SCOTTSDALE, AZ 85258-4350",480-428-3983,Other,Low
HEALING HANDS RECOVERY CENTER LLC,"1990 W CAMELBACK RD, PHOENIX, AZ 85015-3462",480-300-4651,Other,Low
HEALING HARTZE,"17505 N 79TH AVE STE 105, GLENDALE, AZ 85308-8724",602-989-8899,Other,Low
HEALING HARTZE,"23460 N 19TH AVE, PHOENIX, AZ 85027-2147",602-989-8899,Other,Low
"HEALING JOURNEY, THE","2197 S 4TH AVE STE 2, YUMA, AZ 85364-6474",928-920-6220,Other,Low
HEALING WAREHOUSE COUNSELING AND THERAPY LLC,"1100 N BROAD ST, GLOBE, AZ 85501-2757",480-685-1147,Other,Low
HEALTH AND HEALING BLISS,"513 W VALLE VERDE PL, NOGALES, AZ 85621-3522",520-213-7435,Other,Low
"HEALTH FIRST URGENT CARE, LLC","888 S GREENFIELD RD # SUI, GILBERT, AZ 85296-4010",480-892-1300,Other,Low
HEALTH GROUP PROVIDERS,"1500 N PRIEST DR STE 109, TEMPE, AZ 85288-1213",480-590-4290,Other,Low
HEALTH ON BROADWAY,"1 W BROADWAY BLVD, TUCSON, AZ 85701-3029",520-670-3909,Other,Low
HEALTH ON UNIVERSITY,"434 E UNIVERSITY BLVD, TUCSON, AZ 85705-7851",520-282-0367,Other,Low
"HEALTHCARE IMAGING, INC","202 E EARLL DR STE 19, PHOENIX, AZ 85012-2634",602-316-5100,Other,Low
HEALTHCARE UNITED AT GATEWAY,"555 N 18TH ST STE 3, PHOENIX, AZ 85006-3759",602-286-8511,Other,Low
HEALTHY FUTURES,"8065 N 85TH WAY, SCOTTSDALE, AZ 85258-4321",480-451-8500,Other,Low
HEALTHY MINDS BEHAVIORAL HEALTH LLC,"1114 W MCDOWELL RD, PHOENIX, AZ 85007-1748",602-334-1041,Other,Low
HEALTHY OUTLOOK FAMILY MEDICINE,"1835 W MISSOURI AVE, PHOENIX, AZ 85015-3046",480-776-1630,Primary Care Office,Low
HEARD HEALTH CARE LLC,"1988 E BASELINE RD, TEMPE, AZ 85282",480-376-9319,Other,Low
HEART AND VASCULAR LAB OF YUMA PLLC,"2475 S AVE A, YUMA, AZ 85364",928-550-2186,Other,Low
"HEART AND VASCULAR SURGICAL CENTER, LLC","4860 E BASELINE RD, MESA, AZ 85206-4669",480-999-7081,Primary Care Office,High
"HEART HEALTH CENTER, LLC","1848 E THOMAS RD STE 2, PHOENIX, AZ 85016-8100",602-456-2342,Hospital,High
HEART LOVE WELLNESS CENTER LLC,"600 W RAY RD # RDB7, CHANDLER, AZ 85225-7263",480-599-3206,Other,Low
HEAVENS URGENT CARE LLC,"95 S IDAHO RD STE 140, APACHE JUNCTION, AZ 85119-0006",480-399-6440,Other,Low
"HELPING ASSOCIATES, INC.","1929 N TREKELL RD, CASA GRANDE, AZ 85122-1706",520-836-1029,Other,Low
"HELPING ASSOCIATES, INC.","1901 N TREKELL RD, CASA GRANDE, AZ 85122-1770",520-836-1029,Other,Low
"HELPING ASSOCIATES, INC.","1000 E RACINE PL, CASA GRANDE, AZ 85122-1743",520-836-1029,Other,Low
"HELPING EVERYDAY YOUTH, LLC","4565 S PALO VERDE RD # SU, TUCSON, AZ 85714-1960",520-393-3715,Other,Low
HELPING HANDZ COUNSELING SERVICES CORP,"3930 N 30TH AVE, PHOENIX, AZ 85017-4607",602-400-8242,Other,Low
HELPING HEARTS RESIDENTIAL FACILITIES HATCHER OTC,"927 W HATCHER RD STE 106, PHOENIX, AZ 85021-3173",602-622-1290,Other,Low
HELPING OURSELVES PURSUE ENRICHMENT INC,"8 E COTTONWOOD ST BLDG A, COTTONWOOD, AZ 86326-6237",520-770-1197,Other,Low
HELPING OURSELVES PURSUE ENRICHMENT INC,"791 S 4TH AVE STE B, YUMA, AZ 85364-3067",520-770-1197,Other,Low
"HELPING OURSELVES PURSUE ENRICHMENT, INC","1201 E FRY BLVD, SIERRA VISTA, AZ 85635-2600",520-459-2624,Other,Low
"HELPING OURSELVES PURSUE ENRICHMENT, INC","661 N G AVE, DOUGLAS, AZ 85607-2105",520-364-6767,Other,Low
"HELPING OURSELVES PURSUE ENRICHMENT, INC","1891 N MASTICK WAY, NOGALES, AZ 85621-1025",520-770-1197,Other,Low
"HELPING OURSELVES PURSUE ENRICHMENT, INC.","1200 N COUNTRY CLUB RD, TUCSON, AZ 85716-3625",520-770-1197,Other,Low
"HELPING OURSELVES PURSUE ENRICHMENT, INC.","791 S 4TH AVE, YUMA, AZ 85364-3067",928-783-3616,Other,Low
HERITAGE HEALTH CARE CENTER,"1300 E SOUTH ST, GLOBE, AZ 85501-1436",928-425-3118,Skilled Nursing Facility,High
HIGH DESERT CLINIC URGENT AND OCCUPATIONAL CARE,"77 E FRY BLVD, SIERRA VISTA, AZ 85635-1813",520-459-8915,Other,Low
HILLSIDE OUTPATIENT CLINIC,"642 DAMERON DR STE B, PRESCOTT, AZ 86301-2411",928-445-5211,Other,Low
HOLBROOK - WGA,"160 NAVAJO BLVD, HOLBROOK, AZ 86025-2633",928-297-0128,Other,Low
HOLBROOK OUTPATIENT SERVICES CENTER,"993 HERMOSA DR STE A, HOLBROOK, AZ 86025-2036",480-831-7566,Other,Low
HOLDFAST RECOVERY,"1579 W GURLEY ST, PRESCOTT, AZ 86305-2829",800-351-6858,Other,Low
HOLISTIC MENTAL HEALTH LLC,"11000 N SCOTTSDALE RD STE 23, SCOTTSDALE, AZ 85254-6130",800-980-7339,Other,Low
HOLLYWOOD MED SPA,"10633 N TATUM BLVD UNIT P2-102, PHOENIX, AZ 85028-6005",682-831-0800,Other,Low
HOME OF GRACE COUNSELING ARIZONA,"4700 S MILL AVE STE B, TEMPE, AZ 85282-6736",480-757-7952,Other,Low
HONOR HEALTH MEDICAL GROUP,"4025 W CHANDLER BLVD, CHANDLER, AZ 85226-3771",480-587-7434,Other,Low
HONORHEALTH CANCER CARE,"1110 S DOBSON RD STE 1, CHANDLER, AZ 85286-6164",623-238-7540,Oncology Office,High
HONORHEALTH CANCER CARE,"3645 S ROME ST STE 209, GILBERT, AZ 85297-7338",623-238-7370,Oncology Office,High
HONORHEALTH CANCER CARE,"19646 N 27TH AVE, PHOENIX, AZ 85027-4017",815-541-2507,Oncology Office,High
HONORHEALTH CANCER CARE,"9250 N 3RD ST STE 3010, PHOENIX, AZ 85020-2425",310-909-3898,Oncology Office,High
HONORHEALTH CANCER CARE,"3621 N WELLS FARGO AVE, SCOTTSDALE, AZ 85251-5607",480-583-1009,Oncology Office,High
HONORHEALTH CANCER CARE,"16716 E PALISADES BLVD, FOUNTAIN HILLS, AZ 85268-3846",602-238-7570,Oncology Office,High
HONORHEALTH CANCER CARE,"14674 W MOUNTAIN VIEW BLVD, SURPRISE, AZ 85374-2706",602-818-7344,Oncology Office,High
HONORHEALTH CANCER CARE,"10320 W MCDOWELL RD, AVONDALE, AZ 85392-4863",623-695-7928,Oncology Office,High
HONORHEALTH CANCER CARE,"5750 W THUNDERBIRD RD # C, GLENDALE, AZ 85306-4660",855-485-4673,Oncology Office,High
HONORHEALTH CANCER CARE,"20745 N SCOTTSDALE RD, SCOTTSDALE, AZ 85255-6594",602-421-7832,Oncology Office,High
HONORHEALTH CANCER CARE,"10460 N 92ND ST, SCOTTSDALE, AZ 85258-4549",623-238-7630,Oncology Office,High
HONORHEALTH CANCER CARE,"10460 N 92ND ST STE 40, SCOTTSDALE, AZ 85258-4549",623-238-7673,Oncology Office,High
HONORHEALTH CANCER CARE,"7695 S RESEARCH DR, TEMPE, AZ 85284-1812",480-587-5493,Oncology Office,High
HONORHEALTH CANCER CARE,"2222 E HIGHLAND AVE # SUI, PHOENIX, AZ 85016-4872",602-277-4868,Oncology Office,High
HONORHEALTH CANCER CARE,"10197 N 92ND ST, SCOTTSDALE, AZ 85258-4560",602-943-2391,Oncology Office,High
HONORHEALTH CANCER TRANSPLANT INSTITUTE,"10460 N 92ND ST STE 300, SCOTTSDALE, AZ 85258-4547",480-323-1573,Oncology Office,High
HONORHEALTH COMPLETE CARE,"5316 E SHEA BLVD STE 150, SCOTTSDALE, AZ 85254-4725",480-534-4530,Hospital,High
HONORHEALTH COMPLETE CARE,"16575 W WADDELL RD, SURPRISE, AZ 85388-9627",480-587-5108,Hospital,High
HONORHEALTH DIABETES CENTER,"10250 N 92ND ST, SCOTTSDALE, AZ 85258-4510",480-323-4921,Hospital,High
HONORHEALTH DIAGNOSTIC CENTER,"9003 E SHEA BLVD STE WDC, SCOTTSDALE, AZ 85260-6709",480-425-5030,Hospital,High
HONORHEALTH MEDICAL GROUP,"23015 N SCOTTSDALE RD, SCOTTSDALE, AZ 85255-4492",480-587-7456,Hospital,High
HONORHEALTH MEDICAL GROUP,"20950 N TATUM BLVD # B, PHOENIX, AZ 85050-4200",480-587-7434,Hospital,High
HONORHEALTH MEDICAL GROUP NEUROLOGY,"7242 E OSBORN RD STE 400, SCOTTSDALE, AZ 85251-6494",602-258-3354,Neurology Office,High
HONORHEALTH MEDICATION MANAGEMENT,"10200 N 92ND ST, SCOTTSDALE, AZ 85258-4534",480-882-4327,Hospital,High
HONORHEALTH MEDICATION MANAGMENT,"19841 N 27TH AVE STE 303, PHOENIX, AZ 85027-4011",480-583-4000,Hospital,High
HONORHEALTH MESA EMERGENCY CENTER,"5750 E BASELINE RD, MESA, AZ 85206-4806",602-249-0212,Hospital,High
HONORHEALTH NEUROLOGY SPECIALTY CLINIC,"7242 E OSBORN RD STE 2, SCOTTSDALE, AZ 85251-6487",480-583-3000,Neurology Office,High
HONORHEALTH OUTPATIENT INFUSION AND IMAGING SERVIC,"6220 W BELL RD STE 110, GLENDALE, AZ 85308-3896",602-943-4269,Other,Low
HONORHEALTH OUTPATIENT INFUSION SERVICES,"7242 E OSBORN RD STE 340, SCOTTSDALE, AZ 85251-6494",602-358-2281,Hospital,High
HONORHEALTH OUTPATIENT MEDICAL IMAGING AND THERAPY,"10230 W HAPPY VALLEY PKWY, PEORIA, AZ 85383-4691",602-786-1082,Other,Low
HONORHEALTH OUTPATIENT SURGERY CENTER,"9250 N 3RD ST STE 1, PHOENIX, AZ 85020-2437",623-687-0357,Primary Care Office,High
HONORHEALTH OUTPATIENT THERAPY,"19646 N 27TH AVE STE 405, PHOENIX, AZ 85027-4028",623-682-8260,Hospital,High
HONORHEALTH OUTPATIENT THERAPY SERVICES,"1255 W RIO SALADO PKWY, TEMPE, AZ 85281-2816",480-587-6300,Hospital,High
HONORHEALTH OUTPATIENT THERAPY SERVICES,"10320 W MCDOWELL RD, AVONDALE, AZ 85392-4863",570-234-7495,Hospital,High
HONORHEALTH OUTPATIENT THERAPY SERVICES,"3501 N SCOTTSDALE RD # SUI, SCOTTSDALE, AZ 85251-5648",480-882-4608,Hospital,High
HONORHEALTH OUTPATIENT THERAPY SERVICES,"20745 N SCOTTSDALE RD, SCOTTSDALE, AZ 85255-6594",602-683-7033,Hospital,High
HONORHEALTH OUTPATIENT THERAPY SERVICES,"3717 S ROME ST STE 106, GILBERT, AZ 85297-7368",602-443-6480,Hospital,High
HONORHEALTH OUTPATIENT THERAPY SERVICES,"8630 E VIA DE VENTURA STE 101, SCOTTSDALE, AZ 85258-3340",480-433-4760,Hospital,High
HONORHEALTH OUTPATIENT THERAPY SERVICES,"10200 N 92ND ST, SCOTTSDALE, AZ 85258-4534",480-882-5694,Hospital,High
HONORHEALTH OUTPATIENT THERAPY SERVICES,"18404 N TATUM BLVD, PHOENIX, AZ 85032-1510",623-683-7033,Hospital,High
HONORHEALTH OUTPATIENT THERAPY SERVICES,"3654 W ANTHEM WAY STE B, ANTHEM, AZ 85086-0455",623-683-7033,Hospital,High
HONORHEALTH OUTPATIENT THERAPY SERVICES,"6220 W BELL RD STE 140, GLENDALE, AZ 85308-3896",602-349-7668,Hospital,High
